Financial_Year,Municipality,Province,Item_Label,Item_Category,Value_ZAR,Municipality_Type
2016,Nelson Mandela Bay,Eastern Cape,Dividends Received,Revenue - Financial,76692,Metro
2016,Nelson Mandela Bay,Eastern Cape,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,16507388758,Metro
2016,Nelson Mandela Bay,Eastern Cape,Fines,Revenue - Other,932658446,Metro
2016,Nelson Mandela Bay,Eastern Cape,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,111700,Metro
2016,Nelson Mandela Bay,Eastern Cape,Grants and Subsidies,Expenditure - Transfers,2395748951,Metro
2016,Nelson Mandela Bay,Eastern Cape,Housing Development Fund,Reserve - Fund,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Interest Earned - External Investments,Revenue - Financial,630201907,Metro
2016,Nelson Mandela Bay,Eastern Cape,Interest Earned - Outstanding Debtors,Revenue - Financial,1173268765,Metro
2016,Nelson Mandela Bay,Eastern Cape,Interest Expense - External Borrowings,Expenditure - Finance Charges,1106676612,Metro
2016,Nelson Mandela Bay,Eastern Cape,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Less Revenue Foregone,Revenue - Other,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Licenses and Permits,Revenue - Other,77693153,Metro
2016,Nelson Mandela Bay,Eastern Cape,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,35875379,Metro
2016,Nelson Mandela Bay,Eastern Cape,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,OPERATING REVENUE,Summary - Revenue,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,7232774247,Metro
2016,Nelson Mandela Bay,Eastern Cape,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,7232774247,Metro
2016,Nelson Mandela Bay,Eastern Cape,Other,Expenditure - Operating,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Other Expenditure,Expenditure - Operating,6540528571,Metro
2016,Nelson Mandela Bay,Eastern Cape,Other Materials,Expenditure - Operating,3443161779,Metro
2016,Nelson Mandela Bay,Eastern Cape,Other Revenue,Revenue - Other,6532116187,Metro
2016,Nelson Mandela Bay,Eastern Cape,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Property Rates,Revenue - Property Rates,11190289100,Metro
2016,Nelson Mandela Bay,Eastern Cape,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Remuneration Of Councillors,Expenditure - Employee Costs,459383292,Metro
2016,Nelson Mandela Bay,Eastern Cape,Rent Of Facilities And Equipment,Revenue - Other,160372404,Metro
2016,Nelson Mandela Bay,Eastern Cape,Revaluation Reserve,Reserve - Asset,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Self-Insurance Reserve,Reserve - Fund,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Service Charges,Revenue - Service Charges,35411177680,Metro
2016,Nelson Mandela Bay,Eastern Cape,SURPLUS,Summary - Surplus/Deficit,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,7232774247,Metro
2016,Nelson Mandela Bay,Eastern Cape,Taxation,Expenditure - Operating,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Direct Operating Expenditure,Summary - Expenditure,64186056929,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Direct Operating Revenue,Summary - Revenue,71470842427,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Indirect Operating Expenditure,Summary - Expenditure,52011251,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Indirect Operating Revenue,Summary - Revenue,0,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Operating Expenditure,Summary - Expenditure,64238068180,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Operating Revenue,Summary - Revenue,71470842427,Metro
2016,Nelson Mandela Bay,Eastern Cape,Total Operating Revenue Generated,Other,71470842427,Metro
2016,Nelson Mandela Bay,Eastern Cape,Transfers Recognised - Capital,Other,6046943299,Metro
2016,Nelson Mandela Bay,Eastern Cape,Transfers Recognised - Operating,Other,9298737033,Metro
2015,Buffalo City,Eastern Cape,Agency Services,Expenditure - Operating,0,Metro
2015,Buffalo City,Eastern Cape,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2015,Buffalo City,Eastern Cape,Bulk Purchases,Expenditure - Operating,7551719916,Metro
2015,Buffalo City,Eastern Cape,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,3707667635,Metro
2015,Buffalo City,Eastern Cape,Collection Costs,Expenditure - Operating,171573845,Metro
2015,Buffalo City,Eastern Cape,Contracted Services,Expenditure - Operating,109119967,Metro
2015,Buffalo City,Eastern Cape,Contributed Assets,Revenue - Other,458860,Metro
2015,Buffalo City,Eastern Cape,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2015,Buffalo City,Eastern Cape,Cross Subsidisation,Expenditure - Internal,0,Metro
2015,Buffalo City,Eastern Cape,Debt Impairment,Expenditure - Operating,1411889335,Metro
2015,Buffalo City,Eastern Cape,Depreciation and Asset Impairment,Expenditure - Operating,4475006619,Metro
2015,Buffalo City,Eastern Cape,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2015,Buffalo City,Eastern Cape,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2015,Buffalo City,Eastern Cape,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2015,Buffalo City,Eastern Cape,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2015,Buffalo City,Eastern Cape,Dividends Received,Revenue - Financial,0,Metro
2015,Buffalo City,Eastern Cape,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2015,Buffalo City,Eastern Cape,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,1288108683,Metro
2015,Buffalo City,Eastern Cape,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,6354043790,Metro
2015,Buffalo City,Eastern Cape,Fines,Revenue - Other,50525410,Metro
2015,Buffalo City,Eastern Cape,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,993255,Metro
2015,Buffalo City,Eastern Cape,Grants and Subsidies,Expenditure - Transfers,1317756466,Metro
2015,Buffalo City,Eastern Cape,Housing Development Fund,Reserve - Fund,0,Metro
2015,Buffalo City,Eastern Cape,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2015,Buffalo City,Eastern Cape,Interest Earned - External Investments,Revenue - Financial,560669442,Metro
2015,Buffalo City,Eastern Cape,Interest Earned - Outstanding Debtors,Revenue - Financial,196105629,Metro
2015,Buffalo City,Eastern Cape,Interest Expense - External Borrowings,Expenditure - Finance Charges,341962431,Metro
2015,Buffalo City,Eastern Cape,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2015,Buffalo City,Eastern Cape,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,3398034317,Metro
2015,Buffalo City,Eastern Cape,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,3398034282,Metro
2015,Buffalo City,Eastern Cape,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2015,Buffalo City,Eastern Cape,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2015,Buffalo City,Eastern Cape,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2015,Buffalo City,Eastern Cape,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2015,Buffalo City,Eastern Cape,Less Revenue Foregone,Revenue - Other,47521999,Metro
2015,Buffalo City,Eastern Cape,Licenses and Permits,Revenue - Other,116246369,Metro
2015,Buffalo City,Eastern Cape,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,32772122,Metro
2015,Buffalo City,Eastern Cape,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2015,Buffalo City,Eastern Cape,OPERATING REVENUE,Summary - Revenue,0,Metro
2015,Buffalo City,Eastern Cape,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,3707667635,Metro
2015,Buffalo City,Eastern Cape,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,3707667635,Metro
2015,Buffalo City,Eastern Cape,Other,Expenditure - Operating,0,Metro
2015,Buffalo City,Eastern Cape,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2015,Buffalo City,Eastern Cape,Other Expenditure,Expenditure - Operating,6998900039,Metro
2015,Buffalo City,Eastern Cape,Other Materials,Expenditure - Operating,0,Metro
2015,Buffalo City,Eastern Cape,Other Revenue,Revenue - Other,3540564256,Metro
2015,Buffalo City,Eastern Cape,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2015,Buffalo City,Eastern Cape,Property Rates,Revenue - Property Rates,5131017217,Metro
2015,Buffalo City,Eastern Cape,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,2231520,Metro
2015,Buffalo City,Eastern Cape,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2015,Buffalo City,Eastern Cape,Remuneration Of Councillors,Expenditure - Employee Costs,316250102,Metro
2015,Buffalo City,Eastern Cape,Rent Of Facilities And Equipment,Revenue - Other,105020508,Metro
2015,Buffalo City,Eastern Cape,Revaluation Reserve,Reserve - Asset,0,Metro
2015,Buffalo City,Eastern Cape,Self-Insurance Reserve,Reserve - Fund,0,Metro
2015,Buffalo City,Eastern Cape,Service Charges,Revenue - Service Charges,15279181392,Metro
2015,Buffalo City,Eastern Cape,SURPLUS,Summary - Surplus/Deficit,0,Metro
2015,Buffalo City,Eastern Cape,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,3707667635,Metro
2015,Buffalo City,Eastern Cape,Taxation,Expenditure - Operating,0,Metro
2015,Buffalo City,Eastern Cape,Total Direct Operating Expenditure,Summary - Expenditure,30369103315,Metro
2015,Buffalo City,Eastern Cape,Total Direct Operating Revenue,Summary - Revenue,34077229845,Metro
2015,Buffalo City,Eastern Cape,Total Indirect Operating Expenditure,Summary - Expenditure,3398493177,Metro
2015,Buffalo City,Eastern Cape,Total Indirect Operating Revenue,Summary - Revenue,3398034282,Metro
2015,Buffalo City,Eastern Cape,Total Operating Expenditure,Summary - Expenditure,33767596492,Metro
2015,Buffalo City,Eastern Cape,Total Operating Revenue,Summary - Revenue,37475264127,Metro
2015,Buffalo City,Eastern Cape,Total Operating Revenue Generated,Other,34124751844,Metro
2015,Buffalo City,Eastern Cape,Transfers Recognised - Capital,Other,3596602081,Metro
2015,Buffalo City,Eastern Cape,Transfers Recognised - Operating,Other,5545594765,Metro
2015,City of Cape Town,Western Cape,Agency Services,Expenditure - Operating,1163613447,Metro
2015,City of Cape Town,Western Cape,Asset Financing Reserve (Afr),Reserve - Asset,-852939813,Metro
2015,City of Cape Town,Western Cape,Bulk Purchases,Expenditure - Operating,50479965798,Metro
2015,City of Cape Town,Western Cape,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,11018068540,Metro
2015,City of Cape Town,Western Cape,Collection Costs,Expenditure - Operating,1339864750,Metro
2015,City of Cape Town,Western Cape,Contracted Services,Expenditure - Operating,28630872571,Metro
2015,City of Cape Town,Western Cape,Contributed Assets,Revenue - Other,-4943000,Metro
2015,City of Cape Town,Western Cape,Contributions To/(From) Provisions,Expenditure - Operating,-271238121,Metro
2015,City of Cape Town,Western Cape,Cross Subsidisation,Expenditure - Internal,-15,Metro
2015,City of Cape Town,Western Cape,Debt Impairment,Expenditure - Operating,8865535189,Metro
2015,City of Cape Town,Western Cape,Depreciation and Asset Impairment,Expenditure - Operating,14681884122,Metro
2015,City of Cape Town,Western Cape,Depreciation Reserve Ex Afr,Reserve - Asset,689353925,Metro
2015,City of Cape Town,Western Cape,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,-257413602,Metro
2015,City of Cape Town,Western Cape,Depreciation Reserve Ex Govt Grants,Reserve - Asset,-11253028886,Metro
2015,City of Cape Town,Western Cape,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,13847000,Metro
2015,City of Cape Town,Western Cape,Dividends Received,Revenue - Financial,0,Metro
2015,City of Cape Town,Western Cape,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2015,City of Cape Town,Western Cape,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,12772656255,Metro
2015,City of Cape Town,Western Cape,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,50125250350,Metro
2015,City of Cape Town,Western Cape,Fines,Revenue - Other,4730248800,Metro
2015,City of Cape Town,Western Cape,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,639544226,Metro
2015,City of Cape Town,Western Cape,Grants and Subsidies,Expenditure - Transfers,871677042,Metro
2015,City of Cape Town,Western Cape,Housing Development Fund,Reserve - Fund,-110814978,Metro
2015,City of Cape Town,Western Cape,Interest - Internal Borrowings,Expenditure - Finance Charges,7577912622,Metro
2015,City of Cape Town,Western Cape,Interest Earned - External Investments,Revenue - Financial,2857008283,Metro
2015,City of Cape Town,Western Cape,Interest Earned - Outstanding Debtors,Revenue - Financial,1493061432,Metro
2015,City of Cape Town,Western Cape,Interest Expense - External Borrowings,Expenditure - Finance Charges,6674626328,Metro
2015,City of Cape Town,Western Cape,Interest Received - Internal Loans,Revenue - Financial,7577912606,Metro
2015,City of Cape Town,Western Cape,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,71938294252,Metro
2015,City of Cape Town,Western Cape,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,70759045149,Metro
2015,City of Cape Town,Western Cape,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2015,City of Cape Town,Western Cape,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2015,City of Cape Town,Western Cape,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,-1177725744,Metro
2015,City of Cape Town,Western Cape,Less Employee Costs Capitalised,Expenditure - Employee Costs,-159742584,Metro
2015,City of Cape Town,Western Cape,Less Revenue Foregone,Revenue - Other,8350773467,Metro
2015,City of Cape Town,Western Cape,Licenses and Permits,Revenue - Other,333305649,Metro
2015,City of Cape Town,Western Cape,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,8159187,Metro
2015,City of Cape Town,Western Cape,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2015,City of Cape Town,Western Cape,OPERATING REVENUE,Summary - Revenue,0,Metro
2015,City of Cape Town,Western Cape,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,22838814354,Metro
2015,City of Cape Town,Western Cape,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,22857390651,Metro
2015,City of Cape Town,Western Cape,Other,Expenditure - Operating,-13847000,Metro
2015,City of Cape Town,Western Cape,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2015,City of Cape Town,Western Cape,Other Expenditure,Expenditure - Operating,26246335282,Metro
2015,City of Cape Town,Western Cape,Other Materials,Expenditure - Operating,2487611150,Metro
2015,City of Cape Town,Western Cape,Other Revenue,Revenue - Other,17280575821,Metro
2015,City of Cape Town,Western Cape,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2015,City of Cape Town,Western Cape,Property Rates,Revenue - Property Rates,51284712828,Metro
2015,City of Cape Town,Western Cape,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,0,Metro
2015,City of Cape Town,Western Cape,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2015,City of Cape Town,Western Cape,Remuneration Of Councillors,Expenditure - Employee Costs,946819662,Metro
2015,City of Cape Town,Western Cape,Rent Of Facilities And Equipment,Revenue - Other,2589489171,Metro
2015,City of Cape Town,Western Cape,Revaluation Reserve,Reserve - Asset,0,Metro
2015,City of Cape Town,Western Cape,Self-Insurance Reserve,Reserve - Fund,-35902445,Metro
2015,City of Cape Town,Western Cape,Service Charges,Revenue - Service Charges,110763585441,Metro
2015,City of Cape Town,Western Cape,SURPLUS,Summary - Surplus/Deficit,0,Metro
2015,City of Cape Town,Western Cape,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,22838814339,Metro
2015,City of Cape Town,Western Cape,Taxation,Expenditure - Operating,18576297,Metro
2015,City of Cape Town,Western Cape,Total Direct Operating Expenditure,Summary - Expenditure,202522551237,Metro
2015,City of Cape Town,Western Cape,Total Direct Operating Revenue,Summary - Revenue,226554248007,Metro
2015,City of Cape Town,Western Cape,Total Indirect Operating Expenditure,Summary - Expenditure,79511263874,Metro
2015,City of Cape Town,Western Cape,Total Indirect Operating Revenue,Summary - Revenue,78336957755,Metro
2015,City of Cape Town,Western Cape,Total Operating Expenditure,Summary - Expenditure,282033815111,Metro
2015,City of Cape Town,Western Cape,Total Operating Revenue,Summary - Revenue,304891205762,Metro
2015,City of Cape Town,Western Cape,Total Operating Revenue Generated,Other,234905021474,Metro
2015,City of Cape Town,Western Cape,Transfers Recognised - Capital,Other,17058251427,Metro
2015,City of Cape Town,Western Cape,Transfers Recognised - Operating,Other,24711624949,Metro
2015,City of Ekurhuleni,Gauteng,Agency Services,Expenditure - Operating,1613900968,Metro
2015,City of Ekurhuleni,Gauteng,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2015,City of Ekurhuleni,Gauteng,Bulk Purchases,Expenditure - Operating,63820787225,Metro
2015,City of Ekurhuleni,Gauteng,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,15274377146,Metro
2015,City of Ekurhuleni,Gauteng,Collection Costs,Expenditure - Operating,1031919030,Metro
2015,City of Ekurhuleni,Gauteng,Contracted Services,Expenditure - Operating,5230097010,Metro
2015,City of Ekurhuleni,Gauteng,Contributed Assets,Revenue - Other,-857000004,Metro
2015,City of Ekurhuleni,Gauteng,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2015,City of Ekurhuleni,Gauteng,Cross Subsidisation,Expenditure - Internal,0,Metro
2015,City of Ekurhuleni,Gauteng,Debt Impairment,Expenditure - Operating,8887404838,Metro
2015,City of Ekurhuleni,Gauteng,Depreciation and Asset Impairment,Expenditure - Operating,9994061704,Metro
2015,City of Ekurhuleni,Gauteng,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2015,City of Ekurhuleni,Gauteng,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2015,City of Ekurhuleni,Gauteng,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2015,City of Ekurhuleni,Gauteng,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2015,City of Ekurhuleni,Gauteng,Dividends Received,Revenue - Financial,0,Metro
2015,City of Ekurhuleni,Gauteng,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2015,City of Ekurhuleni,Gauteng,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,7105714425,Metro
2015,City of Ekurhuleni,Gauteng,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,30757049896,Metro
2015,City of Ekurhuleni,Gauteng,Fines,Revenue - Other,1486347262,Metro
2015,City of Ekurhuleni,Gauteng,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,20000000,Metro
2015,City of Ekurhuleni,Gauteng,Grants and Subsidies,Expenditure - Transfers,6401684102,Metro
2015,City of Ekurhuleni,Gauteng,Housing Development Fund,Reserve - Fund,0,Metro
2015,City of Ekurhuleni,Gauteng,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2015,City of Ekurhuleni,Gauteng,Interest Earned - External Investments,Revenue - Financial,2014279899,Metro
2015,City of Ekurhuleni,Gauteng,Interest Earned - Outstanding Debtors,Revenue - Financial,1526323630,Metro
2015,City of Ekurhuleni,Gauteng,Interest Expense - External Borrowings,Expenditure - Finance Charges,4027227240,Metro
2015,City of Ekurhuleni,Gauteng,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2015,City of Ekurhuleni,Gauteng,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,959138644,Metro
2015,City of Ekurhuleni,Gauteng,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,-558103,Metro
2015,City of Ekurhuleni,Gauteng,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2015,City of Ekurhuleni,Gauteng,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2015,City of Ekurhuleni,Gauteng,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,-3699053151,Metro
2015,City of Ekurhuleni,Gauteng,Less Employee Costs Capitalised,Expenditure - Employee Costs,-720006374,Metro
2015,City of Ekurhuleni,Gauteng,Less Revenue Foregone,Revenue - Other,0,Metro
2015,City of Ekurhuleni,Gauteng,Licenses and Permits,Revenue - Other,302991184,Metro
2015,City of Ekurhuleni,Gauteng,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,107838173,Metro
2015,City of Ekurhuleni,Gauteng,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2015,City of Ekurhuleni,Gauteng,OPERATING REVENUE,Summary - Revenue,0,Metro
2015,City of Ekurhuleni,Gauteng,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,15274377146,Metro
2015,City of Ekurhuleni,Gauteng,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,15274377146,Metro
2015,City of Ekurhuleni,Gauteng,Other,Expenditure - Operating,0,Metro
2015,City of Ekurhuleni,Gauteng,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2015,City of Ekurhuleni,Gauteng,Other Expenditure,Expenditure - Operating,12811819137,Metro
2015,City of Ekurhuleni,Gauteng,Other Materials,Expenditure - Operating,13273516109,Metro
2015,City of Ekurhuleni,Gauteng,Other Revenue,Revenue - Other,8067075416,Metro
2015,City of Ekurhuleni,Gauteng,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2015,City of Ekurhuleni,Gauteng,Property Rates,Revenue - Property Rates,24778613920,Metro
2015,City of Ekurhuleni,Gauteng,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,646551666,Metro
2015,City of Ekurhuleni,Gauteng,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2015,City of Ekurhuleni,Gauteng,Remuneration Of Councillors,Expenditure - Employee Costs,627614761,Metro
2015,City of Ekurhuleni,Gauteng,Rent Of Facilities And Equipment,Revenue - Other,402979821,Metro
2015,City of Ekurhuleni,Gauteng,Revaluation Reserve,Reserve - Asset,0,Metro
2015,City of Ekurhuleni,Gauteng,Self-Insurance Reserve,Reserve - Fund,0,Metro
2015,City of Ekurhuleni,Gauteng,Service Charges,Revenue - Service Charges,104585366135,Metro
2015,City of Ekurhuleni,Gauteng,SURPLUS,Summary - Surplus/Deficit,0,Metro
2015,City of Ekurhuleni,Gauteng,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,15274377146,Metro
2015,City of Ekurhuleni,Gauteng,Taxation,Expenditure - Operating,0,Metro
2015,City of Ekurhuleni,Gauteng,Total Direct Operating Expenditure,Summary - Expenditure,159657674125,Metro
2015,City of Ekurhuleni,Gauteng,Total Direct Operating Revenue,Summary - Revenue,175034748014,Metro
2015,City of Ekurhuleni,Gauteng,Total Indirect Operating Expenditure,Summary - Expenditure,102138640,Metro
2015,City of Ekurhuleni,Gauteng,Total Indirect Operating Revenue,Summary - Revenue,-558103,Metro
2015,City of Ekurhuleni,Gauteng,Total Operating Expenditure,Summary - Expenditure,159759812765,Metro
2015,City of Ekurhuleni,Gauteng,Total Operating Revenue,Summary - Revenue,175034189911,Metro
2015,City of Ekurhuleni,Gauteng,Total Operating Revenue Generated,Other,175034748014,Metro
2015,City of Ekurhuleni,Gauteng,Transfers Recognised - Capital,Other,11824581831,Metro
2015,City of Ekurhuleni,Gauteng,Transfers Recognised - Operating,Other,17765736282,Metro
2015,City of Johannesburg,Gauteng,Agency Services,Expenditure - Operating,3263010800,Metro
2015,City of Johannesburg,Gauteng,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2015,City of Johannesburg,Gauteng,Bulk Purchases,Expenditure - Operating,77508441375,Metro
2015,City of Johannesburg,Gauteng,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,25668851939,Metro
2015,City of Johannesburg,Gauteng,Collection Costs,Expenditure - Operating,0,Metro
2015,City of Johannesburg,Gauteng,Contracted Services,Expenditure - Operating,22776385782,Metro
2015,City of Johannesburg,Gauteng,Contributed Assets,Revenue - Other,742305744,Metro
2015,City of Johannesburg,Gauteng,Contributions To/(From) Provisions,Expenditure - Operating,-4836243,Metro
2015,City of Johannesburg,Gauteng,Cross Subsidisation,Expenditure - Internal,0,Metro
2015,City of Johannesburg,Gauteng,Debt Impairment,Expenditure - Operating,13974707321,Metro
2015,City of Johannesburg,Gauteng,Depreciation and Asset Impairment,Expenditure - Operating,17250281586,Metro
2015,City of Johannesburg,Gauteng,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2015,City of Johannesburg,Gauteng,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2015,City of Johannesburg,Gauteng,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2015,City of Johannesburg,Gauteng,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2015,City of Johannesburg,Gauteng,Dividends Received,Revenue - Financial,29,Metro
2015,City of Johannesburg,Gauteng,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2015,City of Johannesburg,Gauteng,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,582600252,Metro
2015,City of Johannesburg,Gauteng,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,53069360456,Metro
2015,City of Johannesburg,Gauteng,Fines,Revenue - Other,4634750985,Metro
2015,City of Johannesburg,Gauteng,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,120399884,Metro
2015,City of Johannesburg,Gauteng,Grants and Subsidies,Expenditure - Transfers,1806127902,Metro
